Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
170,172,boredom sets day feels endlessly dull, Boredom         ,9/28/2016 19:45, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8,15, Canada        ,2016,9,28,19
171,173,anxiety grips heart worry clouds thoughts, Anxiety         ,4/15/2019 9:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12,25, UK           ,2019,4,15,9
172,174,intimidation unknown future ahead, Intimidation    ,12/3/2021 18:30, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15,30, India        ,2021,12,3,18
173,175,helplessness sinks challenges pile, Helplessness    ,6/20/2020 14:20, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8,15, Australia    ,2020,6,20,14
174,176,envy eats away see others prosperity, Envy            ,11/7/2018 11:30, CovetousMind     , Instagram , #Envy #Desire                                ,10,20, Canada        ,2018,11,7,11
175,177,regret missed opportunities haunts thoughts, Regret         ,8/25/2017 16:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12,25, UK           ,2017,8,25,16
176,178,disgust sight injustice cruelty, Disgust         ,2/11/2019 9:45, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7,15, India        ,2019,2,11,9
177,179,drowning despair hope slipping fingers, Despair      ,4/2/2016 20:20, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10,20, USA          ,2016,4,2,20
178,180,grief weighs heavy tears constant companion, Grief           ,10/18/2015 15:30, TearfulSoul      , Facebook , #Grief #Tears                                ,12,25, Canada        ,2015,10,18,15
179,181,loneliness crowded room silent cry connection, Loneliness ,7/12/2019 18:10, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15,30, UK            ,2019,7,12,18
180,182,jealousy gnaws confidence toxic emotion, Jealousy        ,6/3/2018 16:30, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8,15, India         ,2018,6,3,16
181,183,resentment festers poisoning relationships, Resentment      ,1/15/2022 12:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10,20, Australia    ,2022,1,15,12
182,184,frustration boils volcanic eruption emotions, Frustration ,4/10/2017 14:45, ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12,25, USA          ,2017,4,10,14
183,185,boredom settles like dust life feels mundane, Boredom         ,11/28/2016 19:00, MundaneHeart     , Instagram , #Boredom #Monotony                          ,7,15, Canada        ,2016,11,28,19
184,186,anxiety grips chest relentless grip thoughts, Anxiety   ,9/5/2018 9:30, RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10,20, UK            ,2018,9,5,9
185,187,intimidation challenges ahead fear takes hold, Intimidation ,10/22/2021 18:30, FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15,30, India         ,2021,10,22,18
186,188,helplessness engulfs drowning sea problems, Helplessness ,5/8/2019 14:20, OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8,15, Australia    ,2019,5,8,14
187,189,envy poisons thoughts coveting others success, Envy            ,3/20/2017 11:30, GreenEyedMonster , Facebook , #Envy #Success                              ,10,20, Canada        ,2017,3,20,11
188,190,regret decisions led painful present, Regret         ,12/15/2018 16:00, RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12,25, USA          ,2018,12,15,16
189,191,disgust corruption stains society, Disgust         ,7/1/2016 9:45, CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7,15, UK            ,2016,7,1,9
190,192,sinking despair day darker last, Despair         ,8/20/2020 20:20, DrowningSoul     , Facebook , #Despair #DarkDays                          ,10,20, India         ,2020,8,20,20
191,193,grief overwhelms storm emotions within, Grief           ,2/25/2021 15:30, StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12,25, Canada        ,2021,2,25,15
192,194,loneliness echoes empty spaces yearning connection, Loneliness ,9/12/2019 18:10, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15,30, Australia     ,2019,9,12,18
193,195,jealousy poisons thoughts resentment brewing within, Jealousy    ,8/5/2018 16:30, PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8,15, USA           ,2018,8,5,16
194,196,resentment festers wound refuses heal, Resentment      ,1/12/2017 12:00, UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10,20, India         ,2017,1,12,12
195,197,frustration escalates thunderstorm emotions, Frustration     ,4/5/2022 14:45, ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12,25, UK            ,2022,4,5,14
196,198,boredom lingers stagnant pool indifference, Boredom         ,10/2/2021 19:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7,15, Canada        ,2021,10,2,19
197,199,embarking journey discovery fueled curiosity thirst knowledge, Curiosity       ,4/15/2023 10:15, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15,30, USA          ,2023,4,15,10
198,200,lost vast sea information indifferent wave digital ocean, Indifference    ,11/28/2022 17:30, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7,15, Canada          ,2022,11,28,17
199,201,complex puzzle life leaves state perpetual confusion seeking answers chaos, Confusion       ,4/2/2020 9:45, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10,20, UK           ,2020,4,2,9
200,202,numbness settles shield overwhelming emotions life throws way, Numbness        ,8/10/2021 14:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8,15, India        ,2021,8,10,14
201,203,gazing sunset melancholic longing moments slip fingers time, Melancholy      ,6/18/2019 20:45, SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12,25, Australia     ,2019,6,18,20
202,204,revisiting old photographs caught embrace nostalgias bittersweet symphony, Nostalgia       ,2/5/2018 15:15, MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10,20, USA          ,2018,2,5,15
203,205,torn conflicting emotions ambivalence paints decisions shades uncertainty, Ambivalence     ,5/30/2022 11:30, MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12,25, Canada        ,2022,5,30,11
204,206,embracing ebb flow life finding acceptance dance existence, Acceptance      ,1/10/2023 16:20, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15,30, UK           ,2023,1,10,16
205,207,facing challenges headon determination fuels fire within achieve impossible, Determination   ,9/18/2020 13:45, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10,20, India        ,2020,9,18,13
206,208,serenity found stillness nature tranquil retreat chaos modern world, Serenity        ,7/3/2021 19:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12,25, Australia    ,2021,7,3,19
207,209,curiosity leading rabbit hole knowledge perpetual student lifes classroom, Curiosity       ,10/8/2022 8:15, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20,40, USA          ,2022,10,8,8
208,210,floating day air indifference detached mundane happenings around, Indifference    ,3/22/2023 16:30, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10,20, Canada        ,2023,3,22,16
209,211,entangled web thoughts confusion reigning navigate labyrinth ideas, Confusion       ,5/15/2021 11:45, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15,30, UK            ,2021,5,15,11
210,212,numb chaos emotions locked away stoic facade concealing inner turmoil, Numbness        ,12/28/2019 14:30, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8,15, Australia     ,2019,12,28,14
211,213,melancholy whispers breeze silent conversation echoes forgotten dreams, Melancholy      ,3/1/2020 19:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12,25, India         ,2020,3,1,19
212,214,stumbling upon old journal nostalgia flooding waves carrying moments long gone, Nostalgia       ,7/10/2018 15:45, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10,20, Canada        ,2018,7,10,15
213,215,tapestry conflicting feelings weaving uncertainty caught threads ambivalence, Ambivalence     ,1/5/2022 10:30, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12,25, UK            ,2022,1,5,10
214,216,embracing flaws finding acceptance imperfection journey towards selflove, Acceptance      ,8/20/2021 16:20, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15,30, Australia    ,2021,8,20,16
215,217,determination burning like wildfire overcoming obstacles turning dreams reality, Determination   ,11/3/2019 13:45, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18,35, USA          ,2019,11,3,13
216,218,tranquil moments ocean serenity washing peaceful retreat within waves embrace, Serenity        ,4/12/2020 19:30, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25,50, Canada        ,2020,4,12,19
217,219,exploring new horizons spark curiosity adventurer vast landscape knowledge, Curiosity       ,4/15/2022 8:45, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22,45, India         ,2022,4,15,8
218,220,drifting day nonchalant demeanor embracing art indifference, Indifference    ,2/10/2023 17:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9,18, UK            ,2023,2,10,17
219,221,wrestling thoughts perplexed mind lost labyrinth lifes complexities, Confusion       ,8/5/2020 12:15, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14,28, Australia    ,2020,8,5,12
220,222,immersed state emotional numbness shield storm daily struggles, Numbness        ,12/1/2021 15:30, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10,20, USA          ,2021,12,1,15
221,223,melancholic symphony playing background soundtrack wistful heart, Melancholy      ,3/25/2019 21:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13,26, Canada        ,2019,3,25,21
222,224,flipping pages old yearbook nostalgia painting smiles tears face, Nostalgia       ,6/18/2017 14:45, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12,25, India         ,2017,6,18,14
223,225,torn opposing emotions ambivalence colors decisions shades uncertainty, Ambivalence     ,7/8/2022 11:30, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15,30, Australia    ,2022,7,8,11
224,226,embracing lifes imperfections finding acceptance journey scars, Acceptance      ,5/15/2023 16:20, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18,36, Canada        ,2023,5,15,16
225,227,fiery determination burning within fueled vision reaching unparalleled heights, Determination   ,9/10/2021 14:45, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20,40, UK            ,2021,9,10,14
226,228,basking serenity quiet forest whispers nature bring peace soul, Serenity        ,2/28/2020 18:30, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25,50, USA          ,2020,2,28,18
227,231,indifferent noise world silent observer midst lifes cacophony, Indifference    ,3/10/2023 16:30, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9,18, India         ,2023,3,10,16
228,232,navigating labyrinth thoughts confusion constant companion maze ideas, Confusion       ,5/2/2021 11:45, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14,28, Australia    ,2021,5,2,11
229,233,impenetrable numbness shields emotional storms fortress stoic resilience, Numbness        ,10/18/2019 14:30, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11,22, UK            ,2019,10,18,14
230,234,melancholy painting world hues nostalgia canvas bittersweet memories, Melancholy      ,1/5/2020 20:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13,26, USA          ,2020,1,5,20
231,235,journey past flipping pages old diary nostalgia taking lead, Nostalgia       ,8/10/2018 15:45, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12,25, Canada        ,2018,8,10,15
232,236,ambivalence clouding decisions caught crossroads conflicting emotions, Ambivalence     ,1/15/2022 10:30, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15,30, India         ,2022,1,15,10
233,237,embracing imperfections finding acceptance mosaic lifes beautiful chaos, Acceptance      ,7/20/2021 16:20, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18,36, Australia     ,2021,7,20,16
234,238,determination driving force propelling forward path extraordinary achievements, Determination   ,12/3/2019 13:45, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20,40, USA          ,2019,12,3,13
235,239,seeking serenity melody raindrops tranquil escape noise everyday life, Serenity        ,4/12/2020 19:30, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25,50, Canada        ,2020,4,12,19
236,240,curiosity driving exploration unknown seeker knowledge uncharted territories, Curiosity       ,5/8/2022 8:45, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22,45, UK            ,2022,5,8,8
237,241,drifting day air nonchalance indifferent trivialities life, Indifference    ,2/22/2023 17:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9,18, India         ,2023,2,22,17
238,242,lost labyrinth thoughts confusion casting shadows quest clarity, Confusion       ,6/5/2020 12:15, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14,28, Australia    ,2020,6,5,12
239,243,wrapped cloak emotional numbness shield storms lifes turbulence, Numbness        ,11/30/2021 15:30, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10,20, Canada        ,2021,11,30,15
240,244,melancholy companion painting canvas life brushstrokes wistful yearning, Melancholy      ,2/25/2019 21:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13,26, UK            ,2019,2,25,21
241,245,leafing pages old photo album nostalgia weaving tales laughter tears, Nostalgia       ,5/18/2017 14:45, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12,25, USA          ,2017,5,18,14
242,246,ambivalence air caught crossroads conflicting emotions decisions, Ambivalence     ,8/5/2022 11:30, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15,30, Canada        ,2022,8,5,11
243,247,embracing beauty imperfections finding acceptance mosaic lifes unpredictable art, Acceptance      ,6/15/2023 16:20, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18,36, Australia    ,2023,6,15,16
244,248,determination ablaze forging path challenges sculpting dreams tangible realities, Determination   ,10/10/2021 14:45, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20,40, UK            ,2021,10,10,14
245,249,immerse serenity moonlit night quiet whispers nature bring peace soul, Serenity        ,5/12/2020 19:30, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25,50, USA          ,2020,5,12,19
246,250,fueled curiosity venturing uncharted realms fearless explorer mysteries world, Curiosity       ,12/1/2022 9:15, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22,44, India         ,2022,12,1,9
247,251,wrapped cloak emotional numbness shield storms lifes turbulence, Numbness ,11/30/2021 15:30, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10,20, Canada ,2021,11,30,15
248,252,dancing life exuberance carefree spirit embracing joy zest every turn, Zest ,7/12/2018 17:45, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15,30, USA ,2018,7,12,17
249,253,basking golden glow contentment serene river flowing landscape heart, Contentment ,9/5/2020 20:10, SereneBasker , Facebook , #Contentment #GoldenGlow ,18,36, Australia ,2020,9,5,20
250,254,gazing towards horizon hopeful eyes painting canvas dreams illuminated sun optimism, Hopeful ,4/18/2022 8:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12,24, India ,2022,4,18,8
251,255,standing tall proud oak branches achievement reaching towards sky accomplishment, Proud ,12/10/2019 12:20, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25,50, Canada ,2019,12,10,12
252,256,heart overflowing gratitude garden appreciation blooms soil kindness connection, Grateful ,2/28/2023 9:45, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20,40, USA ,2023,2,28,9
253,257,extending hand empathetic threads weaving tapestry understanding embracing joys sorrows others, Empathetic ,4/3/2018 14:15, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15,30, UK ,2018,4,3,14
254,258,compassionate clouds heavy care showering empathy parched grounds human suffering, Compassionate ,6/20/2022 10:30, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18,36, Australia ,2022,6,20,10
255,259,playfully dancing rain laughter whimsical spirit twirling puddles joy lightheartedness, Playful ,7/8/2020 18:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22,44, Canada ,2020,7,8,18
256,260,soaring wings free spirit unburdened chains conformity painting sky independence, Free-spirited ,8/15/2021 11:10, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20,40, India ,2021,8,15,11
257,261,bathed glow inspiration creative phoenix rising ashes ordinary thoughts explore new realms, Inspired ,10/25/2019 16:50, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15,30, UK ,2019,10,25,16
258,262,navigating sea hope sailing towards sunrise possibilities confident ship positive anticipation, Hopeful ,10/5/2023 7:30, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12,24, USA ,2023,10,5,7
259,263,striding confidence footprints selfassuredness imprinted sands challenges conquered victories claimed, Confident ,2/15/2022 13:15, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25,50, Australia ,2022,2,15,13
260,264,lost symphony night moonlit serenade whispers tales wanderlust moonlit dreams, Serenity ,5/8/2021 22:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13,26, Canada ,2021,5,8,22
261,265,unveiling layers curiosity labyrinth questions leading treasure troves undiscovered knowledge, Curiosity ,11/29/2020 14:45, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17,34, USA ,2020,11,29,14
262,266,embrace autumn breeze leaves ambivalence dancing waltz choices uncertainties, Ambivalence ,9/14/2019 10:20, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14,28, UK ,2019,9,14,10
263,267,gratitude guiding star navigating constellation blessings vast universe lifes precious moments, Grateful ,3/12/2022 19:55, StarNavigator , Twitter , #Grateful #GuidingStar ,19,38, Australia ,2022,3,12,19
264,268,zestful heart sprinting fields enthusiasm chasing sunbeams laughter meadows joy, Zest ,3/30/2023 16:30, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16,32, India ,2023,3,30,16
265,269,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections, Compassionate ,7/1/2021 12:10, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12
266,270,proudly scaling peaks achievement mountaineer conquering challenges planting flag success, Proud ,1/5/2020 8:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8
267,271,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow, Hopeful ,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6
268,272,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere, Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17
269,273,floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams, Inspired ,12/8/2021 14:30, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18,36, India ,2021,12,8,14
270,274,navigating river contentment serene boat cruise tranquil waters inner peace acceptance, Contentment ,4/27/2019 9:50, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20,40, Canada ,2019,4,27,9
271,275,empathy lantern wandering dark alleys sorrow illuminating path compassion care, Empathetic ,9/3/2023 21:40, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16,32, USA ,2023,9,3,21
272,276,free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities, Free-spirited ,6/10/2020 10:05, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK ,2020,6,10,10
273,277,bathed golden hues gratefulness sunset appreciation casting warm glow landscapes heart, Grateful ,4/1/2022 18:30, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19,38, Australia ,2022,4,1,18
274,278,confident strides dance life ballroom selfassuredness leads twirling challenges grace, Confident ,1/15/2021 13:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23,46, Canada ,2021,1,15,13
275,279,hopeful whispers wind carrying promises brighter tomorrow symphony optimism air possibilities, Hopeful ,5/6/2023 7:20, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15,30, India ,2023,5,6,7
276,280,playfully juggling responsibilities circus performer balancing acts work joy tossing laughter air, Playful ,11/18/2019 15:15, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25,50, USA ,2019,11,18,15
277,281,whispering tales inspiration stars storyteller crafting constellations threads imagination, Inspired ,8/29/2020 20:45, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14,28, UK ,2020,8,29,20
278,282,charting course waves hopeful anticipation sailor steering towards shores dreams yet unexplored, Hopeful ,10/30/2022 11:40, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11
279,283,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections, Compassionate ,7/1/2021 12:10, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12
280,284,proudly scaling peaks achievement mountaineer conquering challenges planting flag success, Proud ,1/5/2020 8:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8
281,285,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow, Hopeful ,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6
282,286,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere, Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17
283,287,floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams, Inspired ,12/8/2021 14:30, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18,36, India ,2021,12,8,14
284,288,navigating river contentment serene boat cruise tranquil waters inner peace acceptance, Contentment ,4/27/2019 9:50, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20,40, Canada ,2019,4,27,9
285,289,empathy lantern wandering dark alleys sorrow illuminating path compassion care, Empathetic ,9/3/2023 21:40, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16,32, USA ,2023,9,3,21
286,290,free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities, Free-spirited ,6/10/2020 10:05, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK ,2020,6,10,10
287,291,bathed golden hues gratefulness sunset appreciation casting warm glow landscapes heart, Grateful ,4/1/2022 18:30, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19,38, Australia ,2022,4,1,18
288,292,confident strides dance life ballroom selfassuredness leads twirling challenges grace, Confident ,1/15/2021 13:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23,46, Canada ,2021,1,15,13
289,293,hopeful whispers wind carrying promises brighter tomorrow symphony optimism air possibilities, Hopeful ,5/6/2023 7:20, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15,30, India ,2023,5,6,7
290,294,playfully juggling responsibilities circus performer balancing acts work joy tossing laughter air, Playful ,11/18/2019 15:15, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25,50, USA ,2019,11,18,15
291,295,whispering tales inspiration stars storyteller crafting constellations threads imagination, Inspired ,8/29/2020 20:45, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14,28, UK ,2020,8,29,20
292,296,charting course waves hopeful anticipation sailor steering towards shores dreams yet unexplored, Hopeful ,10/30/2022 11:40, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11
293,297,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections, Compassionate ,7/1/2021 12:10, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12
294,298,proudly scaling peaks achievement mountaineer conquering challenges planting flag success, Proud ,1/5/2020 8:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8
295,299,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow, Hopeful ,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, India ,2022,7,17,6
296,300,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere, Playful ,8/22/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17
297,301,drowning abyss despair heart shattered fragments lost echoing silence hopelessness, Despair ,9/15/2021 16:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8,16, Canada ,2021,9,15,16
298,302,bitterness festering like venomous vine entwining soul web resentment poisoning garden peace, Bitterness ,3/8/2019 14:20, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12,24, UK ,2019,3,8,14
299,303,wandering desert loneliness step heavy sigh mirages connection shimmering never materializing, Loneliness ,7/20/2017 11:45, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15,30, USA ,2017,7,20,11
300,304,yearning touch thats echoes distant warmth haunting heart cold embrace solitude, Yearning ,11/2/2020 19:30, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10,20, Australia ,2020,11,2,19
301,305,eyes wide open night fearful shadows dancing walls mind prisoner imagined horrors, Fearful ,5/12/2022 2:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18,36, India ,2022,5,12,2
302,306,apprehensive steps tightrope uncertainty balancing act fall seems inevitable anxiety constant companion, Apprehensive ,4/8/2023 13:15, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14,28, UK ,2023,4,8,13
303,307,overwhelmed weight world atlas trembling shoulders responsibility boulder landscape exhaustion, Overwhelmed ,6/25/2021 17:50, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22,44, Canada ,2021,6,25,17
304,308,jealousy greeneyed monster lurking shadows casting dark cloud sunshine others success, Jealous ,8/30/2019 10:10, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16,32, USA ,2019,8,30,10
305,309,devastated storm betrayal wreckage trust scattered like debris heart torn winds broken promises, Devastated ,8/3/2022 15:30, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25,50, Australia ,2022,8,3,15
306,310,frustrated fingers tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectations, Frustrated ,12/17/2020 9:20, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12,24, India ,2020,12,17,9
307,311,envious eyes fixated gilded prize heartache fueled painful desire possessions seem forever reach, Envious ,2/28/2021 22:45, GildedHeartache , Facebook , #Envious #GildedPrize ,20,40, USA ,2021,2,28,22
308,312,dismissive glances fortress built indifference walls impenetrable pleas understanding recognition, Dismissive ,5/10/2018 14:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14,28, UK ,2018,5,10,14
309,313,shattered dreams lie floor like fragments glass mosaic disappointment crafted hands frustration, Frustrated ,1/7/2022 11:10, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11
310,314,loneliness silent companion night echo chamber solitude hearts solitary nocturne, Loneliness ,9/19/2019 3:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3
311,315,fearful whispers dark mind haunted specter unknown shadows dancing rhythm anxietys tune, Fearful ,7/14/2023 23:00, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13,26, UK ,2023,7,14,23
312,316,bitterness bitter aftertaste lingering tongue word reminder wounds refuse heal passing time, Bitterness ,4/5/2020 16:20, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10,20, India ,2020,4,5,16
313,317,overwhelmed cacophony expectations drowning soul tempest pressure struggling stay afloat, Overwhelmed ,11/29/2021 8:45, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20,40, USA ,2021,11,29,8
